id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1439907142123732995,1439907142123732995,2021-09-20 10:59:49 UTC,2021-09-20,10:59:49,+0000,391900115,dayukoume,コウメ太夫,,私のネタは賛否あるかと思ったら～、  否だけでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],110,456,2447,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439907142123732995,False,,0,,,,,,,,[],,,,
1439812408420159489,1439812408420159489,2021-09-20 04:43:23 UTC,2021-09-20,04:43:23,+0000,391900115,dayukoume,コウメ太夫,,ＶＨＳを巻き戻していたら～、  消防車が釣れました～ウ～。  チクショー！！　#まいにちチクショー,ja,[],[],[],71,142,716,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439812408420159489,False,,0,,,,,,,,[],,,,
1439570725782753283,1439570725782753283,2021-09-19 12:43:01 UTC,2021-09-19,12:43:01,+0000,391900115,dayukoume,コウメ太夫,,鼻くそを顕微鏡で観察してると思ったら～、  鼻くそに顕微鏡で観察されてました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],68,226,971,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439570725782753283,False,,0,,,,,,,,[],,,,
1439417849928314881,1439417849928314881,2021-09-19 02:35:33 UTC,2021-09-19,02:35:33,+0000,391900115,dayukoume,コウメ太夫,,炎の呼吸　弐ノ型：昇り炎天　かと思ったら～、  てっちゃん 鍋宜しくでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],54,97,574,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439417849928314881,False,,0,,,,,,,,[],,,,
1439180488191528969,1439180488191528969,2021-09-18 10:52:21 UTC,2021-09-18,10:52:21,+0000,391900115,dayukoume,コウメ太夫,,温帯低気圧に変わったかと思ったら～、  旨辛味噌ラメ～ンでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],71,157,783,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439180488191528969,False,,0,,,,,,,,[],,,,
1439147408181530624,1439147408181530624,2021-09-18 08:40:54 UTC,2021-09-18,08:40:54,+0000,391900115,dayukoume,コウメ太夫,,｛全力！脱力タイムズ　見逃し配信｝  ＶＲに歴史的美女が登場！思わず見とれるチクショウ！。   9月24日｛金｝ 23:00までっす  https://t.co/3XcDmgULiu,ja,[],['https://tver.jp/corner/f0083658'],[],19,16,222,[],[],https://twitter.com/dayukoume/status/1439147408181530624,False,,0,,,,,,,,[],,,,
1439030245760196611,1439030245760196611,2021-09-18 00:55:21 UTC,2021-09-18,00:55:21,+0000,391900115,dayukoume,コウメ太夫,,台風がヴァ～ムクヘ～ンだったらいいのになあと思っていたら～、  乗ったら蛇のようなものにのまれました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],60,131,731,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1439030245760196611,False,,0,,,,,,,,[],,,,
1438830756256649219,1438830756256649219,2021-09-17 11:42:39 UTC,2021-09-17,11:42:39,+0000,391900115,dayukoume,コウメ太夫,,私が首相になったら日経平均どうなるかコンピュ～タ～シミュレイションしてみたら～、  ８万円超えてました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],73,143,760,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1438830756256649219,False,,0,,,,,,,,[],,,,
1438705800751419392,1438705800751419392,2021-09-17 03:26:07 UTC,2021-09-17,03:26:07,+0000,391900115,dayukoume,コウメ太夫,,３の倍数と３のつく数字のつくときだけチクショウになっていたら～、  出目金にめんたま舐められました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],71,126,612,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1438705800751419392,False,,0,,,,,,,,[],,,,
1438515439093485573,1438515439093485573,2021-09-16 14:49:41 UTC,2021-09-16,14:49:41,+0000,391900115,dayukoume,コウメ太夫,,｛教えてもらう前と後 見逃し配信｝  見逃し配信見る前と後で事務所に届くファンレタ～数どう変わるか注目チクショウ！。   9月20日｛月｝ 21:59 まで  https://t.co/EhpmCGHsYB,ja,[],['https://tver.jp/corner/f0083413'],[],10,7,118,[],[],https://twitter.com/dayukoume/status/1438515439093485573,False,,0,,,,,,,,[],,,,
1438349188224278531,1438349188224278531,2021-09-16 03:49:04 UTC,2021-09-16,03:49:04,+0000,391900115,dayukoume,コウメ太夫,,オ～ガッチャマ～ンガッチャマアアア～ン♪かと思ったら～、  ちいたん　かめたん　カレ～好きでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],66,102,586,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1438349188224278531,False,,0,,,,,,,,[],,,,
1438092300052099072,1438092300052099072,2021-09-15 10:48:17 UTC,2021-09-15,10:48:17,+0000,391900115,dayukoume,コウメ太夫,,私が選挙に出たら公約は何かと思ったら～、  ①塗る白  ②着物  ③ヅラ  の９つでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],58,127,706,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1438092300052099072,False,,0,,,,,,,,[],,,,
1438050713481842689,1438050713481842689,2021-09-15 08:03:02 UTC,2021-09-15,08:03:02,+0000,391900115,dayukoume,コウメ太夫,,今月22日のバトンライブ出演します！  是非、見に来てチクショウ！！！  https://t.co/4smkdEisKA,ja,[],['https://tiget.net/events/145042'],[],12,20,135,[],[],https://twitter.com/dayukoume/status/1438050713481842689,False,,0,,,,,,,,[],,,,
1437926546707075072,1437926546707075072,2021-09-14 23:49:38 UTC,2021-09-14,23:49:38,+0000,391900115,dayukoume,コウメ太夫,,起きたら家の前に高層ビル建ってると思ったら～、  朝のポコチンでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],116,751,2286,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1437926546707075072,False,,0,,,,,,,,[],,,,
1437757244129509376,1437757244129509376,2021-09-14 12:36:53 UTC,2021-09-14,12:36:53,+0000,391900115,dayukoume,コウメ太夫,,シュ～マイを食べているかと思ったら～、  シウマイでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],83,161,986,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1437757244129509376,False,,0,,,,,,,,[],,,,
1437688552783953920,1437688552783953920,2021-09-14 08:03:56 UTC,2021-09-14,08:03:56,+0000,391900115,dayukoume,コウメ太夫,, https://t.co/55A0CpKlD4,und,[],['https://youtu.be/OhBa93J9E-0'],[],17,25,205,[],[],https://twitter.com/dayukoume/status/1437688552783953920,False,,0,,,,,,,,[],,,,
1437620548478013440,1437608418462765057,2021-09-14 03:33:43 UTC,2021-09-14,03:33:43,+0000,391900115,dayukoume,コウメ太夫,,@soshina3 漢字難しい何て読むの？,ja,[],[],[],15,165,1031,[],[],https://twitter.com/dayukoume/status/1437620548478013440,False,,0,,,,,,,,"[{'screen_name': 'soshina3', 'name': '粗品（霜降り明星）', 'id': '147051225'}]",,,,
1437605480549867520,1437605480549867520,2021-09-14 02:33:50 UTC,2021-09-14,02:33:50,+0000,391900115,dayukoume,コウメ太夫,,好きな寿司ネタベスト２発表チクショウ！。  １位　中トロ  ２位　エンガワ  ３位　ウニ  ４位　イクラ  ５位　バナナ  チクショー！！　#まいにちチクショー,ja,[],[],[],78,283,2052,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1437605480549867520,False,,0,,,,,,,,[],,,,
1437273110940581888,1437273110940581888,2021-09-13 04:33:07 UTC,2021-09-13,04:33:07,+0000,391900115,dayukoume,コウメ太夫,,｛教えてもらう前と後｝  チクショウ叫ぶ前と後でスタジオ雰囲気どう変わるか注目チクショウ！。  ＴＢＳ　今夜１０時～  https://t.co/ecFHlR4NJJ,ja,[],['https://youtu.be/9bumL_5DNjE'],[],24,27,272,[],[],https://twitter.com/dayukoume/status/1437273110940581888,False,,0,,,,,,,,[],,,,
1437226644041728007,1437226644041728007,2021-09-13 01:28:28 UTC,2021-09-13,01:28:28,+0000,391900115,dayukoume,コウメ太夫,,根性論はもう古いと力説していたら～、  チクショウ論はもっと古いでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],74,147,832,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1437226644041728007,False,,0,,,,,,,,[],,,,
1437057474981335041,1437057474981335041,2021-09-12 14:16:15 UTC,2021-09-12,14:16:15,+0000,391900115,dayukoume,コウメ太夫,,家の窓に~~~うお~  https://t.co/uMOwIeNOEp,ja,[],[],[],63,122,1109,[],[],https://twitter.com/dayukoume/status/1437057474981335041,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1437057397193773058/pu/img/MCRFwLZQS1AH9vzc.jpg,,,,,,,[],,,,
1437008756177465344,1437008756177465344,2021-09-12 11:02:40 UTC,2021-09-12,11:02:40,+0000,391900115,dayukoume,コウメ太夫,,いいなづけのお相手と会ってみたら～、  トノサマバッタでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],57,136,650,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1437008756177465344,False,,0,,,,,,,,[],,,,
1436909607578857476,1436909607578857476,2021-09-12 04:28:41 UTC,2021-09-12,04:28:41,+0000,391900115,dayukoume,コウメ太夫,,私と悟空フュ～ジョンしたら白塗り要素どうなるかコンピュ～タシミュレ～ションしていたら～、  家賃野鳥観察モグモグ口からおならで気絶で~し~た～。  チクショー！！　#まいにちチクショー,ja,[],[],[],48,100,452,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1436909607578857476,False,,0,,,,,,,,[],,,,
1436638649110597637,1436638649110597637,2021-09-11 10:32:00 UTC,2021-09-11,10:32:00,+0000,391900115,dayukoume,コウメ太夫,,落とし穴に気づいたので飛び越えたら～、  落ちました～。  縦長チクショー！！　#まいにちチクショー,ja,[],[],[],75,190,1065,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1436638649110597637,False,,0,,,,,,,,[],,,,
1436526391005089799,1436526391005089799,2021-09-11 03:05:55 UTC,2021-09-11,03:05:55,+0000,391900115,dayukoume,コウメ太夫,,波であり粒子であるかと思っていたら～、  世界人類のへそノゴマでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],63,131,725,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1436526391005089799,False,,0,,,,,,,,[],,,,
1436294926912802820,1436294926912802820,2021-09-10 11:46:10 UTC,2021-09-10,11:46:10,+0000,391900115,dayukoume,コウメ太夫,,南を向いているかと思ったら～、  南南南南南南西でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],74,201,1148,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1436294926912802820,False,,0,,,,,,,,[],,,,
1436157219100246020,1436157219100246020,2021-09-10 02:38:58 UTC,2021-09-10,02:38:58,+0000,391900115,dayukoume,コウメ太夫,,学校で席替えを楽しみにしていたら～、  私の席は音楽室の壁の穴でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],77,210,1110,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1436157219100246020,False,,0,,,,,,,,[],,,,
1435931709468413952,1435931709468413952,2021-09-09 11:42:52 UTC,2021-09-09,11:42:52,+0000,391900115,dayukoume,コウメ太夫,,Ｍ～１グランプリ１回戦の結果を確認したら～、  合格してました～。  ネタ覚えられないチクショー！！　#まいにちチクショー,ja,[],[],[],97,459,3469,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1435931709468413952,False,,0,,,,,,,,[],,,,
1435767966033801220,1435767966033801220,2021-09-09 00:52:13 UTC,2021-09-09,00:52:13,+0000,391900115,dayukoume,コウメ太夫,,起きたら～、  昨日アタマに入れたネタ全部忘れてました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],105,202,1094,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1435767966033801220,False,,0,,,,,,,,[],,,,
1435602854513819651,1435602854513819651,2021-09-08 13:56:07 UTC,2021-09-08,13:56:07,+0000,391900115,dayukoume,コウメ太夫,,Ｍ～１グランプリ１回戦に向けて最終調整していたら～、  優勝見えちゃいました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],89,348,2414,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1435602854513819651,False,,0,,,,,,,,[],,,,
1435432519147479051,1435432519147479051,2021-09-08 02:39:16 UTC,2021-09-08,02:39:16,+0000,391900115,dayukoume,コウメ太夫,,ロ～マは１日にしてならずかと思ったら～、  球根休憩でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],53,92,492,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1435432519147479051,False,,0,,,,,,,,[],,,,
1435087609353494530,1435087609353494530,2021-09-07 03:48:43 UTC,2021-09-07,03:48:43,+0000,391900115,dayukoume,コウメ太夫,,好きな占い方法ベスト５発表チクショウ！。  １位　粉チ~ズ  ２位　風占い  ３位　ひょうたん占い  チクショー！！　#まいにちチクショー,ja,[],[],[],48,105,556,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1435087609353494530,False,,0,,,,,,,,[],,,,
1434828783513604098,1434828783513604098,2021-09-06 10:40:14 UTC,2021-09-06,10:40:14,+0000,391900115,dayukoume,コウメ太夫,,猫で癒されていたら～、  猫は私に顔舐めまわされストレスでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],61,142,794,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1434828783513604098,False,,0,,,,,,,,[],,,,
1434678889264017411,1434678889264017411,2021-09-06 00:44:36 UTC,2021-09-06,00:44:36,+0000,391900115,dayukoume,コウメ太夫,,田んぼに囲まれたのどかな場所かと思ったら～、  ノムノムののむのむのでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],52,121,550,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1434678889264017411,False,,0,,,,,,,,[],,,,
1434471069834874888,1434471069834874888,2021-09-05 10:58:48 UTC,2021-09-05,10:58:48,+0000,391900115,dayukoume,コウメ太夫,,やどりぎのタネかと思ったら～、  海のでべそでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],49,144,622,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1434471069834874888,False,,0,,,,,,,,[],,,,
1434077544685268995,1434077544685268995,2021-09-04 08:55:05 UTC,2021-09-04,08:55:05,+0000,391900115,dayukoume,コウメ太夫,,｛全力！脱力タイムズ 見逃し配信｝  ＯＡ確認したら幽霊が映り込んでたチクショウ！。  https://t.co/UHkSv1EQZo,ja,[],['https://tver.jp/corner/f0082364'],[],8,19,234,[],[],https://twitter.com/dayukoume/status/1434077544685268995,False,,0,,,,,,,,[],,,,
1433982052739600385,1433982052739600385,2021-09-04 02:35:38 UTC,2021-09-04,02:35:38,+0000,391900115,dayukoume,コウメ太夫,,～瞬～瞬が私の宝物かと思ったら～、  まゆげ１本ど真ん中でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],52,93,534,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433982052739600385,False,,0,,,,,,,,[],,,,
1433780166820384774,1433780166820384774,2021-09-03 13:13:24 UTC,2021-09-03,13:13:24,+0000,391900115,dayukoume,コウメ太夫,,時代が時代なら私はキムタク並みにモテていたかと思ったら～、  ジュラ紀に行っちゃって恐竜に喰われました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],74,236,1213,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433780166820384774,False,,0,,,,,,,,[],,,,
1433706773282582531,1433706773282582531,2021-09-03 08:21:46 UTC,2021-09-03,08:21:46,+0000,391900115,dayukoume,コウメ太夫,,｛千鳥のクセがスゴいネタＧＰ 見逃し配信｝  なにわ男子大橋和也さん、なにわ男子藤原丈一郎さんと巨大ヒョウ柄おばちゃん級コラヴォ実現チクショウ！。  見逃した方はコチラからご覧ください！。  https://t.co/c2ppzThCq2,ja,[],['https://tver.jp/corner/f0082355'],[],10,111,533,[],[],https://twitter.com/dayukoume/status/1433706773282582531,False,,0,,,,,,,,[],,,,
1433621038105980931,1433621038105980931,2021-09-03 02:41:05 UTC,2021-09-03,02:41:05,+0000,391900115,dayukoume,コウメ太夫,,かに道楽のかにを８時間見つめていたら～、  ミサイル降ってきま~した～。  チクショー！！　#まいにちチクショー,ja,[],[],[],78,209,891,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433621038105980931,False,,0,,,,,,,,[],,,,
1433384029491843078,1433384029491843078,2021-09-02 10:59:18 UTC,2021-09-02,10:59:18,+0000,391900115,dayukoume,コウメ太夫,,１万円札かと思ったら～、  私でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],92,291,1209,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433384029491843078,False,,0,,,,,,,,[],,,,
1433279070909841413,1433279070909841413,2021-09-02 04:02:14 UTC,2021-09-02,04:02:14,+0000,391900115,dayukoume,コウメ太夫,,ログインかと思ったら～、  ドロヌマしろぬまそばかすでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],47,90,475,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433279070909841413,False,,0,,,,,,,,[],,,,
1433023491045933057,1433023491045933057,2021-09-01 11:06:39 UTC,2021-09-01,11:06:39,+0000,391900115,dayukoume,コウメ太夫,,宇宙エネルギ～Ａの近くに引っ越ししたら～、  宇宙エネルギ～Ａが消滅しました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],72,197,828,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1433023491045933057,False,,0,,,,,,,,[],,,,
1432995110166274057,1432995110166274057,2021-09-01 09:13:52 UTC,2021-09-01,09:13:52,+0000,391900115,dayukoume,コウメ太夫,,｛千鳥のクセがスゴいネタGP2時間SP｝  なにわ男子大橋和也さん、なにわ男子藤原丈一郎さんと巨大タコ焼き級コラヴォ実現チクショウ！。  9月2日｛木｝ 20:00～21:54  https://t.co/3oVS542EdT,ja,[],['https://www.fujitv.co.jp/kusesugogp/'],[],20,475,1510,[],[],https://twitter.com/dayukoume/status/1432995110166274057,False,,0,,,,,,,,[],,,,
1432863463739731968,1432863463739731968,2021-09-01 00:30:45 UTC,2021-09-01,00:30:45,+0000,391900115,dayukoume,コウメ太夫,,卍９月のチクショウアイテム卍  Ａ型　　→　あ  Ｂ型　　→　　い  ＡＢ型　→　う  Ｏ型　　→　　　お  チクショー！！　#まいにちチクショー,ja,[],[],[],66,191,777,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1432863463739731968,False,,0,,,,,,,,[],,,,
1432664123544801285,1432664123544801285,2021-08-31 11:18:39 UTC,2021-08-31,11:18:39,+0000,391900115,dayukoume,コウメ太夫,,｛チク｝今月本当に起こったチクショウ出来事ベスト３｛ショウ｝  第１位　臨死☆体験  第２位　かなぶん部屋に  第３位　空に縦に白いの  第４位　夏の終わりを感じた  チクショー！！　#まいにちチクショー,ja,[],[],[],70,195,973,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1432664123544801285,False,,0,,,,,,,,[],,,,
1432530180593967105,1432530180593967105,2021-08-31 02:26:24 UTC,2021-08-31,02:26:24,+0000,391900115,dayukoume,コウメ太夫,,秘書かと思ったら～、  らっきょうでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],69,140,768,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1432530180593967105,False,,0,,,,,,,,[],,,,
1432317335210127369,1432317335210127369,2021-08-30 12:20:38 UTC,2021-08-30,12:20:38,+0000,391900115,dayukoume,コウメ太夫,,｛でっかいクッション～｝言いながら後ろに倒れたら～、  後ろにあったのがシャンペンシャワ～でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],66,84,524,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1432317335210127369,False,,0,,,,,,,,[],,,,
1432159966601756675,1432159966601756675,2021-08-30 01:55:18 UTC,2021-08-30,01:55:18,+0000,391900115,dayukoume,コウメ太夫,,コメント見ると意外と皆サマまいチクをちゃんちゃかちゃんちゃんのリズムで読んでくれてるなあと思ったら～、  初期の私はちゃんちゃかちゃんちゃんちゃんちゃんちゃんでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],61,92,630,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1432159966601756675,False,,0,,,,,,,,[],,,,
1431965935766630405,1431965935766630405,2021-08-29 13:04:18 UTC,2021-08-29,13:04:18,+0000,391900115,dayukoume,コウメ太夫,,水の呼吸　弐ノ型：水車　かと思ったら～、  わたしゃ綿棒だよびっくりマ～ク？でした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],64,125,598,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1431965935766630405,False,,0,,,,,,,,[],,,,
1431561021156564992,1431561021156564992,2021-08-28 10:15:19 UTC,2021-08-28,10:15:19,+0000,391900115,dayukoume,コウメ太夫,,お分かりいただけただろうか・・・。かと思ったら～、  お分かりいただけてませんでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],79,250,1087,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1431561021156564992,False,,0,,,,,,,,[],,,,
1431469057136480256,1431469057136480256,2021-08-28 04:09:53 UTC,2021-08-28,04:09:53,+0000,391900115,dayukoume,コウメ太夫,,手作りだから品質がいいとは限らないかと思ったら～、  素材と素材と素材出来ないでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],54,76,489,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1431469057136480256,False,,0,,,,,,,,[],,,,
1431226296189657090,1431226296189657090,2021-08-27 12:05:14 UTC,2021-08-27,12:05:14,+0000,391900115,dayukoume,コウメ太夫,,屋台でシベリアを買ったと思ったら～、  またレンタカ～乗って北極熊とドライブでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],61,88,535,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1431226296189657090,False,,0,,,,,,,,[],,,,
1430850878991257605,1430850878991257605,2021-08-26 11:13:28 UTC,2021-08-26,11:13:28,+0000,391900115,dayukoume,コウメ太夫,,よく見てるＴＶ番組ベスト３発表チクショウ！。  １位　ニュ～スステ～ション  ２位　アメバ  ３位　マツコデラックスさん  チクショー！！　#まいにちチクショー,ja,[],[],[],50,68,518,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1430850878991257605,False,,0,,,,,,,,[],,,,
1430721284749463565,1430721284749463565,2021-08-26 02:38:30 UTC,2021-08-26,02:38:30,+0000,391900115,dayukoume,コウメ太夫,,白塗りしたくなる副作用出たらどうしようと真剣に悩んでいたら～、  白塗り沸騰してました～。  チクショー！！　#まいにちチクショー,ja,[],[],[],56,87,625,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1430721284749463565,False,,0,,,,,,,,[],,,,
1430475500850270209,1430475500850270209,2021-08-25 10:21:51 UTC,2021-08-25,10:21:51,+0000,391900115,dayukoume,コウメ太夫,,２回目ワクチン接種で発熱したのでやむを得ず仕事休もうと思ったら～、  仕事が入ってませんでした～。  想定外チクショー！！　#まいにちチクショー,ja,[],[],[],105,1064,3683,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1430475500850270209,False,,0,,,,,,,,[],,,,
1430357569575342086,1430357569575342086,2021-08-25 02:33:14 UTC,2021-08-25,02:33:14,+0000,391900115,dayukoume,コウメ太夫,,ルマンド男子を目指していたら～、  平均的ぺったんこいかやきでした～。  チクショー！！　#まいにちチクショー,ja,[],[],[],49,74,483,['まいにちチクショー'],[],https://twitter.com/dayukoume/status/1430357569575342086,False,,0,,,,,,,,[],,,,
